09.02.2016,12:25:28,OL,186.0,312.9,OL.1
09.02.2016,12:25:30,OL,186.6,313.1,OL
09.02.2016,12:25:32,OL,185.7,313.2,OL
09.02.2016,12:25:34,OL,186.2,312.6,OL
09.02.2016,12:25:36,OL,186.9,312.8,OL
09.02.2016,12:25:38,OL,186.3,312.2,OL
09.02.2016,12:25:40,OL,186.8,312.2,OL
09.02.2016,12:25:42,OL,187.1,313.5,OL
09.02.2016,12:25:44,OL,186.5,312.7,OL
09.02.2016,12:25:46,OL,187.3,312.0,OL
09.02.2016,12:25:48,OL,186.3,310.7,OL
09.02.2016,12:25:50,OL,186.2,310.7,OL
09.02.2016,12:25:52,OL,186.8,310.4,OL
09.02.2016,12:25:54,OL,186.0,309.3,OL
09.02.2016,12:25:56,OL,187.1,310.0,OL
09.02.2016,12:25:58,OL,186.9,309.4,OL
09.02.2016,12:26:00,OL,187.7,307.7,OL
09.02.2016,12:26:02,OL,187.9,307.8,OL
09.02.2016,12:26:04,OL,185.9,307.7,OL
09.02.2016,12:26:06,OL,187.0,307.2,OL
09.02.2016,12:26:08,OL,186.9,306.4,OL
09.02.2016,12:26:10,OL,186.9,307.1,OL
09.02.2016,12:26:12,OL,187.1,307.3,OL
09.02.2016,12:26:14,OL,187.8,306.1,OL
09.02.2016,12:26:16,OL,187.2,308.3,OL
09.02.2016,12:26:18,OL,187.4,308.4,OL
09.02.2016,12:26:20,OL,187.2,308.6,OL
09.02.2016,12:26:22,OL,187.2,309.5,OL
09.02.2016,12:26:24,OL,186.6,309.5,OL
09.02.2016,12:26:26,OL,187.6,311.5,OL
09.02.2016,12:26:28,OL,187.4,311.8,OL
09.02.2016,12:26:30,OL,186.5,312.4,OL
09.02.2016,12:26:32,OL,187.6,312.2,OL
09.02.2016,12:26:34,OL,188.0,315.3,OL
09.02.2016,12:26:36,OL,186.6,314.9,OL
09.02.2016,12:26:38,OL,188.1,318.1,OL
09.02.2016,12:26:40,OL,187.6,320.9,OL
09.02.2016,12:26:42,OL,188.0,322.3,OL
09.02.2016,12:26:44,OL,188.6,325.2,OL
09.02.2016,12:26:46,OL,188.6,325.2,OL
09.02.2016,12:26:48,OL,189.1,327.6,OL
09.02.2016,12:26:50,OL,190.8,329.9,OL
09.02.2016,12:26:52,OL,190.5,330.5,OL
09.02.2016,12:26:54,OL,190.2,332.5,OL
09.02.2016,12:26:56,OL,191.0,334.6,OL
09.02.2016,12:26:58,OL,190.4,335.4,OL
09.02.2016,12:27:00,OL,192.2,337.0,OL
09.02.2016,12:27:02,OL,193.2,338.1,OL
09.02.2016,12:27:04,OL,193.1,339.7,OL
09.02.2016,12:27:06,OL,197.5,337.2,OL
09.02.2016,12:27:08,OL,198.5,354.3,OL
09.02.2016,12:27:10,OL,196.2,358.1,OL
09.02.2016,12:27:12,OL,194.1,359.3,OL
09.02.2016,12:27:14,OL,196.9,359.1,OL
09.02.2016,12:27:16,OL,206.0,355.8,OL
09.02.2016,12:27:18,OL,218.5,352.7,OL
09.02.2016,12:27:20,OL,227.5,350.3,OL
09.02.2016,12:27:22,OL,239.2,345.2,OL
09.02.2016,12:27:24,OL,247.9,341.1,OL
09.02.2016,12:27:26,OL,254.3,338.0,OL
09.02.2016,12:27:28,OL,261.5,335.0,OL
09.02.2016,12:27:30,OL,265.4,331.0,OL
09.02.2016,12:27:32,OL,268.8,327.5,OL
09.02.2016,12:27:34,OL,271.0,321.5,OL
