21.03.2016,12:10:03,OL,26.7,26.1,OL.1
21.03.2016,12:10:05,OL,26.6,26.1,OL
21.03.2016,12:10:07,OL,26.8,25.8,OL
21.03.2016,12:10:09,OL,26.5,26.1,OL
21.03.2016,12:10:11,OL,26.4,26.5,OL
21.03.2016,12:10:13,OL,26.7,26.1,OL
21.03.2016,12:10:15,OL,26.2,26.3,OL
21.03.2016,12:10:17,OL,26.8,26.1,OL
21.03.2016,12:10:19,OL,27.1,26.5,OL
21.03.2016,12:10:21,OL,26.5,25.8,OL
21.03.2016,12:10:23,OL,26.2,26.1,OL
21.03.2016,12:10:25,OL,26.3,26.1,OL
21.03.2016,12:10:27,OL,26.6,26.5,OL
21.03.2016,12:10:29,OL,26.5,26.4,OL
21.03.2016,12:10:31,OL,26.4,26.0,OL
21.03.2016,12:10:33,OL,27.1,26.2,OL
21.03.2016,12:10:35,OL,27.1,26.3,OL
21.03.2016,12:10:37,OL,27.0,26.2,OL
21.03.2016,12:10:39,OL,26.5,26.4,OL
21.03.2016,12:10:41,OL,26.5,26.1,OL
21.03.2016,12:10:43,OL,26.7,25.8,OL
21.03.2016,12:10:45,OL,26.4,26.1,OL
21.03.2016,12:10:47,OL,27.2,26.1,OL
21.03.2016,12:10:49,OL,27.3,26.1,OL
21.03.2016,12:10:51,OL,26.2,25.9,OL
21.03.2016,12:10:53,OL,27.0,25.8,OL
21.03.2016,12:10:55,OL,26.7,26.1,OL
21.03.2016,12:10:57,OL,27.3,26.1,OL
21.03.2016,12:10:59,OL,27.3,25.3,OL
21.03.2016,12:11:01,OL,27.1,25.7,OL
21.03.2016,12:11:03,OL,27.4,25.8,OL
21.03.2016,12:11:05,OL,27.0,25.8,OL
21.03.2016,12:11:07,OL,28.1,26.4,OL
21.03.2016,12:11:09,OL,29.9,25.5,OL
21.03.2016,12:11:11,OL,31.4,26.4,OL
21.03.2016,12:11:13,OL,37.1,26.2,OL
21.03.2016,12:11:15,OL,56.9,26.4,OL
21.03.2016,12:11:17,OL,78.7,26.3,OL
21.03.2016,12:11:19,OL,98.1,25.8,OL
21.03.2016,12:11:21,OL,123.4,26.0,OL
21.03.2016,12:11:23,OL,154.9,26.1,OL
21.03.2016,12:11:25,OL,191.9,26.5,OL
21.03.2016,12:11:27,OL,229.0,26.0,OL
21.03.2016,12:11:29,OL,267.5,26.1,OL
21.03.2016,12:11:31,OL,299.9,25.9,OL
21.03.2016,12:11:33,OL,327.6,26.4,OL
21.03.2016,12:11:35,OL,350.6,25.8,OL
21.03.2016,12:11:37,OL,369.0,25.7,OL
21.03.2016,12:11:39,OL,385.5,26.3,OL
21.03.2016,12:11:41,OL,403.0,25.9,OL
21.03.2016,12:11:43,OL,418.5,25.9,OL
21.03.2016,12:11:45,OL,427.5,25.7,OL
21.03.2016,12:11:47,OL,435.6,26.0,OL
21.03.2016,12:11:49,OL,437.6,25.8,OL
21.03.2016,12:11:51,OL,438.1,25.5,OL
21.03.2016,12:11:53,OL,436.1,25.8,OL
21.03.2016,12:11:55,OL,431.9,26.4,OL
21.03.2016,12:11:57,OL,426.5,26.4,OL
21.03.2016,12:11:59,OL,419.1,26.0,OL
21.03.2016,12:12:01,OL,412.3,26.2,OL
21.03.2016,12:12:03,OL,401.5,26.1,OL
21.03.2016,12:12:05,OL,391.5,26.3,OL
21.03.2016,12:12:07,OL,381.1,26.1,OL
21.03.2016,12:12:09,OL,375.3,26.4,OL
21.03.2016,12:12:11,OL,369.0,26.0,OL
21.03.2016,12:12:13,OL,356.7,26.5,OL
21.03.2016,12:12:15,OL,343.7,26.6,OL
21.03.2016,12:12:17,OL,333.4,26.5,OL
21.03.2016,12:12:19,OL,322.8,26.4,OL
21.03.2016,12:12:21,OL,313.9,25.9,OL
21.03.2016,12:12:23,OL,305.0,26.1,OL
21.03.2016,12:12:25,OL,293.3,26.3,OL
21.03.2016,12:12:27,OL,284.7,26.0,OL
21.03.2016,12:12:29,OL,275.9,26.6,OL
21.03.2016,12:12:31,OL,268.1,25.7,OL
21.03.2016,12:12:33,OL,261.0,25.8,OL
21.03.2016,12:12:35,OL,254.3,26.1,OL
21.03.2016,12:12:37,OL,247.6,25.9,OL
21.03.2016,12:12:39,OL,240.6,26.3,OL
21.03.2016,12:12:41,OL,234.0,25.6,OL
21.03.2016,12:12:43,OL,227.5,25.9,OL
21.03.2016,12:12:45,OL,224.4,26.0,OL
21.03.2016,12:12:47,OL,222.6,26.3,OL
21.03.2016,12:12:49,OL,224.4,26.3,OL
21.03.2016,12:12:51,OL,224.9,25.8,OL
21.03.2016,12:12:53,OL,230.3,25.9,OL
