date,time,bin00,bin01,bin02,bin03,bin04,bin05,bin06,bin07,bin08,bin09,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,SP(s),SFR(ml/s),T(C),RH(%),PM_A(ug/m^3),PM_B(ug/m^3),PM_C(ug/m^3),CSmatch
2025-01-14,04:49:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89,3.70,27.20,81.10,0.00,0.00,0.00,1
2025-01-14,04:49:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,3.70,27.58,81.71,0.00,0.00,0.00,1
2025-01-14,04:50:02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,3.70,27.87,85.08,0.00,0.00,0.00,1
2025-01-14,04:50:12,0,0,0,0,0,0,0,0,0,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,4.99,3.70,28.11,85.67,0.00,0.72,242.15,1
2025-01-14,04:50:22,0,0,0,0,0,0,0,2,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.99,3.70,28.39,84.98,0.00,1.94,58.89,1
2025-01-14,04:50:32,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,3.70,28.62,83.83,0.00,1.78,20.44,1
2025-01-14,04:50:42,0,0,0,0,0,0,0,5,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.99,3.70,28.86,83.05,0.00,2.92,51.41,1
2025-01-14,04:50:52,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.99,3.70,29.06,82.26,0.00,0.05,27.77,1
2025-01-14,04:51:02,0,0,0,0,0,0,1,7,11,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.99,3.70,29.25,81.30,0.01,7.22,176.92,1
2025-01-14,04:51:13,0,0,0,0,0,0,0,7,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4.99,3.70,29.44,80.55,0.00,5.10,108.14,1
2025-01-14,04:51:23,0,0,0,0,0,0,0,5,17,12,5,10,0,0,0,0,0,0,1,0,1,0,0,0,4.99,3.70,29.60,79.91,0.00,8.29,390.55,1
2025-01-14,04:51:33,0,0,0,0,0,0,0,4,1,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,4.99,3.70,29.76,79.26,0.00,2.27,153.31,1
2025-01-14,04:51:43,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.99,3.70,29.90,78.45,0.00,1.11,21.65,1
2025-01-14,04:51:53,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.99,3.70,30.04,77.65,0.00,1.00,23.74,1
2025-01-14,04:52:03,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,3.70,30.20,77.02,0.00,0.63,5.70,1
2025-01-14,04:52:13,0,0,0,0,0,0,0,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,3.70,30.30,76.43,0.00,3.73,45.61,1
2025-01-14,04:52:23,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,3.70,30.41,75.89,0.00,1.27,11.40,1
2025-01-14,04:52:33,0,0,0,0,0,0,0,7,17,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4.99,3.70,30.55,75.43,0.00,8.27,208.09,1
2025-01-14,04:52:43,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,3.70,30.65,74.94,0.00,3.59,38.38,1
2025-01-14,04:52:53,0,0,0,0,0,0,0,1,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,3.70,30.72,74.53,0.00,2.82,58.96,1
2025-01-14,04:53:03,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,3.70,30.83,74.07,0.00,1.67,22.53,1
2025-01-14,04:53:13,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,3.70,30.95,73.68,0.01,1.89,16.10,1
2025-01-14,04:53:23,0,0,0,0,0,0,0,13,6,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,4.99,3.70,31.00,73.33,0.00,7.25,198.80,1
2025-01-14,04:53:33,0,0,0,0,0,0,0,7,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,3.70,31.10,73.07,0.00,4.43,76.88,1
2025-01-14,04:53:43,0,0,0,0,0,0,0,6,10,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,4.99,3.70,31.19,72.79,0.00,5.47,128.79,1
2025-01-14,04:53:53,0,0,0,0,0,0,0,6,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,3.70,31.26,72.54,0.00,4.82,85.79,1
2025-01-14,04:54:03,0,0,0,0,0,0,0,7,12,14,3,13,1,0,0,0,1,1,1,2,1,0,0,0,4.99,3.70,31.34,72.28,0.00,7.88,461.92,1
2025-01-14,04:54:13,0,0,0,0,0,0,0,2,5,8,12,40,0,1,1,3,1,4,10,15,5,5,1,0,4.99,3.70,31.42,72.00,0.00,3.83,1131.17,1
2025-01-14,04:54:23,0,0,0,0,0,0,0,0,4,4,7,59,1,0,1,0,3,9,17,27,18,9,2,0,4.99,3.70,31.47,71.84,0.00,1.99,1492.50,1
2025-01-14,04:54:33,0,0,0,0,0,0,0,0,3,6,10,59,0,0,0,0,3,11,8,29,15,3,1,0,4.99,3.70,31.54,71.71,0.00,2.17,1454.63,1
