date,time,bin00,bin01,bin02,bin03,bin04,bin05,bin06,bin07,bin08,bin09,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,SP(s),SFR(ml/s),T(C),RH(%),PM_A(ug/m^3),PM_B(ug/m^3),PM_C(ug/m^3),CSmatch
2025-01-06,13:13:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89,3.70,39.41,45.98,0.00,0.00,0.00,1
2025-01-06,13:14:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,3.70,39.72,42.59,0.00,0.00,0.00,1
2025-01-06,13:14:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,3.70,39.87,42.07,0.00,0.00,0.00,1
2025-01-06,13:14:29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,4.61,40.11,42.14,0.01,0.01,0.01,1
2025-01-06,13:14:39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,4.61,40.29,42.09,0.00,0.00,0.00,1
2025-01-06,13:14:49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,4.61,40.44,42.44,0.00,0.00,0.00,1
2025-01-06,13:14:59,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,4.61,40.61,43.60,0.01,0.01,0.01,1
2025-01-06,13:15:09,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,4.61,40.74,45.66,0.01,0.01,0.01,1
2025-01-06,13:15:19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,4.61,40.86,44.87,0.00,0.00,0.00,1
2025-01-06,13:15:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,4.61,41.00,43.35,0.00,0.00,0.00,1
2025-01-06,13:15:39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,4.61,41.10,42.61,0.00,0.00,0.00,1
2025-01-06,13:15:49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,4.61,41.18,42.28,0.01,0.02,0.02,1
2025-01-06,13:15:59,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,6.35,41.27,41.78,0.01,0.01,0.01,1
2025-01-06,13:16:09,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,6.35,41.35,42.57,0.01,0.01,0.01,1
2025-01-06,13:16:19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,6.35,41.41,42.67,0.00,0.00,0.00,1
2025-01-06,13:16:29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,6.35,41.48,42.34,0.00,0.00,0.00,1
2025-01-06,13:16:39,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,6.35,41.58,43.40,0.03,0.09,0.10,1
2025-01-06,13:16:49,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,7.07,41.68,44.59,0.01,0.01,0.01,1
2025-01-06,13:16:59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,7.07,41.75,43.72,0.00,0.00,0.00,1
2025-01-06,13:17:09,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,7.53,41.82,42.75,0.01,0.01,0.01,1
2025-01-06,13:17:19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,7.53,41.91,42.58,0.00,0.00,0.00,1
2025-01-06,13:17:29,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,7.53,41.99,42.15,0.02,0.02,0.02,1
2025-01-06,13:17:39,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,8.13,42.08,40.85,0.01,0.01,0.01,1
2025-01-06,13:17:49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,8.13,42.15,40.61,0.00,0.00,0.00,1
2025-01-06,13:17:59,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,8.13,42.23,40.00,0.01,0.01,0.01,1
2025-01-06,13:18:09,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,8.13,42.30,40.53,0.00,0.00,0.00,1
2025-01-06,13:18:19,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,8.50,42.38,41.88,0.01,0.01,0.01,1
2025-01-06,13:18:29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,8.50,42.46,42.33,0.00,0.00,0.00,1
2025-01-06,13:18:39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,7.93,42.53,43.14,0.00,0.01,0.01,1
2025-01-06,13:18:49,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,7.93,42.63,41.54,0.03,0.04,0.04,1
2025-01-06,13:18:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,7.93,42.73,44.89,0.00,0.00,0.00,1
2025-01-06,13:19:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,7.93,42.80,44.86,0.00,0.00,0.00,1
2025-01-06,13:19:19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,7.93,42.90,44.36,0.01,0.03,0.03,1
2025-01-06,13:19:29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,7.93,43.03,44.74,0.00,0.00,0.00,1
2025-01-06,13:19:39,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,7.93,43.11,43.08,0.01,0.01,0.01,1
2025-01-06,13:19:49,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,7.60,43.22,40.31,0.01,0.01,0.01,1
2025-01-06,13:19:59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,7.60,43.34,40.02,0.00,0.00,0.00,1
2025-01-06,13:20:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,7.60,43.45,39.80,0.00,0.00,0.00,1
2025-01-06,13:20:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,7.60,43.52,39.83,0.00,0.00,0.00,1
2025-01-06,13:20:30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,7.60,43.62,39.37,0.00,0.00,0.00,1
