01.04.2016;10:50:13;26.1
01.04.2016;10:50:15;26.1
01.04.2016;10:50:17;26.1
01.04.2016;10:50:19;26.1
01.04.2016;10:50:21;26.1
01.04.2016;10:50:23;26.1
01.04.2016;10:50:25;26.1
01.04.2016;10:50:27;26.1
01.04.2016;10:50:29;26.1
01.04.2016;10:50:31;26.1
01.04.2016;10:50:33;26.1
01.04.2016;10:50:35;26.1
01.04.2016;10:50:37;26.4
01.04.2016;10:50:39;26.4
01.04.2016;10:50:41;26.4
01.04.2016;10:50:43;26.6
01.04.2016;10:50:45;26.9
01.04.2016;10:50:47;26.9
01.04.2016;10:50:49;26.9
01.04.2016;10:50:51;26.9
01.04.2016;10:50:53;26.9
01.04.2016;10:50:55;27
01.04.2016;10:50:57;27
01.04.2016;10:50:59;27
01.04.2016;10:51:01;27
01.04.2016;10:51:03;27.2
01.04.2016;10:51:05;27.4
01.04.2016;10:51:07;27.4
01.04.2016;10:51:09;27.6
01.04.2016;10:51:11;27.6
01.04.2016;10:51:13;27.7
01.04.2016;10:51:15;27.9
01.04.2016;10:51:17;28.3
01.04.2016;10:51:19;28.3
01.04.2016;10:51:21;28.4
01.04.2016;10:51:23;28.8
01.04.2016;10:51:25;28.8
01.04.2016;10:51:27;29
01.04.2016;10:51:29;29.5
01.04.2016;10:51:31;30.6
01.04.2016;10:51:33;32.6
01.04.2016;10:51:35;37.1
01.04.2016;10:51:37;38.9
01.04.2016;10:51:39;40
01.04.2016;10:51:41;46.4
01.04.2016;10:51:43;51.4
01.04.2016;10:51:45;52.6
01.04.2016;10:51:47;53.6
01.04.2016;10:51:49;57.7
01.04.2016;10:51:51;60.3
01.04.2016;10:51:53;61.8
01.04.2016;10:51:55;63.9
01.04.2016;10:51:57;65.4
01.04.2016;10:51:59;66.5
01.04.2016;10:52:01;68.6
01.04.2016;10:52:03;71.2
01.04.2016;10:52:05;72.9
01.04.2016;10:52:07;76.3
01.04.2016;10:52:09;79.7
01.04.2016;10:52:11;79.7
01.04.2016;10:52:13;81.7
01.04.2016;10:52:15;84.2
01.04.2016;10:52:17;85.6
01.04.2016;10:52:19;86.9
01.04.2016;10:52:21;88
01.04.2016;10:52:23;91.8
01.04.2016;10:52:25;93.8
01.04.2016;10:52:27;95.2
01.04.2016;10:52:29;97.4
01.04.2016;10:52:31;100.4
01.04.2016;10:52:33;101.7
01.04.2016;10:52:35;102.2
01.04.2016;10:52:37;103.6
01.04.2016;10:52:39;107.7
01.04.2016;10:52:41;111.2
01.04.2016;10:52:43;111.6
01.04.2016;10:52:45;112.6
01.04.2016;10:52:47;115.1
01.04.2016;10:52:49;108.2
01.04.2016;10:52:51;102.7
01.04.2016;10:52:53;99.1
01.04.2016;10:52:55;95.7
01.04.2016;10:52:57;93.3
01.04.2016;10:52:59;91
01.04.2016;10:53:01;88.8
01.04.2016;10:53:03;86.9
01.04.2016;10:53:05;86
01.04.2016;10:53:07;84.6
01.04.2016;10:53:09;84.6
01.04.2016;10:53:11;85.7
01.04.2016;10:53:13;87.1
01.04.2016;10:53:15;88.2
01.04.2016;10:53:17;89.1
01.04.2016;10:53:19;89.1
01.04.2016;10:53:21;89.3
01.04.2016;10:53:23;89.5
01.04.2016;10:53:25;89.9
01.04.2016;10:53:27;92.2
01.04.2016;10:53:29;94.1
01.04.2016;10:53:31;94.6
01.04.2016;10:53:33;95
01.04.2016;10:53:35;95.8
01.04.2016;10:53:37;95.8
01.04.2016;10:53:39;96
01.04.2016;10:53:41;96.2
01.04.2016;10:53:43;96.2
01.04.2016;10:53:45;96.4
01.04.2016;10:53:47;96.8
01.04.2016;10:53:49;97.2
01.04.2016;10:53:51;97.4
01.04.2016;10:53:53;97.8
01.04.2016;10:53:55;98.3
01.04.2016;10:53:57;99.1
01.04.2016;10:53:59;99.3
01.04.2016;10:54:01;99.3
01.04.2016;10:54:03;99.5
01.04.2016;10:54:05;99.5
01.04.2016;10:54:07;99.5
01.04.2016;10:54:09;99.5
01.04.2016;10:54:11;99.3
01.04.2016;10:54:13;98.9
01.04.2016;10:54:15;98.1
01.04.2016;10:54:17;97.8
01.04.2016;10:54:19;97.5
01.04.2016;10:54:21;97.1
01.04.2016;10:54:23;96.5
01.04.2016;10:54:25;96.1
01.04.2016;10:54:27;95.7
01.04.2016;10:54:29;95.4
01.04.2016;10:54:31;95.2
01.04.2016;10:54:33;95.2
01.04.2016;10:54:35;95.2
01.04.2016;10:54:37;94.9
01.04.2016;10:54:39;94.6
01.04.2016;10:54:41;94.6
01.04.2016;10:54:43;94.3
01.04.2016;10:54:45;94.1
01.04.2016;10:54:47;93.9
01.04.2016;10:54:49;93.6
01.04.2016;10:54:51;93.6
01.04.2016;10:54:53;93.5
01.04.2016;10:54:55;93.5
01.04.2016;10:54:57;93.5
01.04.2016;10:54:59;93.5
01.04.2016;10:55:01;93.3
01.04.2016;10:55:03;93.3
01.04.2016;10:55:05;93.6
01.04.2016;10:55:07;93.6
01.04.2016;10:55:09;93.8
01.04.2016;10:55:11;93.9
01.04.2016;10:55:13;93.9
01.04.2016;10:55:15;94.2
01.04.2016;10:55:17;94.5
01.04.2016;10:55:19;94.7
01.04.2016;10:55:21;95.1
01.04.2016;10:55:23;95.3
01.04.2016;10:55:25;95.3
01.04.2016;10:55:27;95.6
01.04.2016;10:55:29;95.8
01.04.2016;10:55:31;96
01.04.2016;10:55:33;96.2
01.04.2016;10:55:35;98.4
01.04.2016;10:55:37;102.6
01.04.2016;10:55:39;121.9
01.04.2016;10:55:41;142.3
01.04.2016;10:55:43;146.8
01.04.2016;10:55:45;146.3
01.04.2016;10:55:47;147.6
01.04.2016;10:55:49;147.6
01.04.2016;10:55:51;147.7
01.04.2016;10:55:53;146.8
01.04.2016;10:55:55;146.3
01.04.2016;10:55:57;146.3
01.04.2016;10:55:59;146.9
01.04.2016;10:56:01;147.7
01.04.2016;10:56:03;147.7
01.04.2016;10:56:05;148.9
01.04.2016;10:56:07;149.7
01.04.2016;10:56:09;151.3
01.04.2016;10:56:11;151.8
01.04.2016;10:56:13;154.7
01.04.2016;10:56:15;159.8
01.04.2016;10:56:17;167.1
01.04.2016;10:56:19;171.9
01.04.2016;10:56:21;172.2
01.04.2016;10:56:23;171.8
01.04.2016;10:56:25;170.3
01.04.2016;10:56:27;167.2
01.04.2016;10:56:29;162.7
01.04.2016;10:56:31;159.4
01.04.2016;10:56:33;156.4
01.04.2016;10:56:35;152.6
01.04.2016;10:56:37;149.9
01.04.2016;10:56:39;147.5
01.04.2016;10:56:41;145.2
01.04.2016;10:56:43;143.2
01.04.2016;10:56:45;141.1
01.04.2016;10:56:47;138.8
01.04.2016;10:56:49;136.1
01.04.2016;10:56:51;133.8
01.04.2016;10:56:53;132
01.04.2016;10:56:55;130.3
01.04.2016;10:56:57;129
01.04.2016;10:56:59;128.2
01.04.2016;10:57:01;127.8
01.04.2016;10:57:03;128.3
01.04.2016;10:57:05;129.8
01.04.2016;10:57:07;133.1
01.04.2016;10:57:09;136.4
01.04.2016;10:57:11;140.6
01.04.2016;10:57:13;146.1
01.04.2016;10:57:15;153.3
01.04.2016;10:57:17;160.8
01.04.2016;10:57:19;167.5
01.04.2016;10:57:21;173.2
01.04.2016;10:57:23;178.2
01.04.2016;10:57:25;182.4
01.04.2016;10:57:27;185.9
01.04.2016;10:57:29;188.7
01.04.2016;10:57:31;191.1
01.04.2016;10:57:33;193.1
01.04.2016;10:57:35;194.6
01.04.2016;10:57:37;195.9
01.04.2016;10:57:39;197.1
01.04.2016;10:57:41;197.5
01.04.2016;10:57:43;197.8
01.04.2016;10:57:45;197.8
01.04.2016;10:57:47;197.8
01.04.2016;10:57:49;197.5
01.04.2016;10:57:51;197.1
01.04.2016;10:57:53;196.8
01.04.2016;10:57:55;196.1
01.04.2016;10:57:57;195.6
01.04.2016;10:57:59;194.7
01.04.2016;10:58:01;194.3
01.04.2016;10:58:03;193.3
01.04.2016;10:58:05;192.7
01.04.2016;10:58:07;191.7
01.04.2016;10:58:09;190.7
01.04.2016;10:58:11;190.2
01.04.2016;10:58:13;189.3
01.04.2016;10:58:15;188.8
01.04.2016;10:58:17;187.9
01.04.2016;10:58:19;187.5
01.04.2016;10:58:21;186.7
01.04.2016;10:58:23;186.3
01.04.2016;10:58:25;185.5
01.04.2016;10:58:27;185.1
01.04.2016;10:58:29;184.4
01.04.2016;10:58:31;184.1
01.04.2016;10:58:33;183.7
01.04.2016;10:58:35;183.3
01.04.2016;10:58:37;183
01.04.2016;10:58:39;182.7
01.04.2016;10:58:41;182.3
01.04.2016;10:58:43;182
01.04.2016;10:58:45;181.7
01.04.2016;10:58:47;181.3
01.04.2016;10:58:49;180.9
01.04.2016;10:58:51;180.4
01.04.2016;10:58:53;180.1
01.04.2016;10:58:55;179.6
01.04.2016;10:58:57;178.9
01.04.2016;10:58:59;178.6
01.04.2016;10:59:01;178.3
01.04.2016;10:59:03;177.5
01.04.2016;10:59:05;177.2
01.04.2016;10:59:07;176.6
01.04.2016;10:59:09;176.3
01.04.2016;10:59:11;175.8
01.04.2016;10:59:13;175.4
01.04.2016;10:59:15;174.9
01.04.2016;10:59:17;174.6
01.04.2016;10:59:19;174.2
01.04.2016;10:59:21;173.7
01.04.2016;10:59:23;173.4
01.04.2016;10:59:25;173
01.04.2016;10:59:27;172.6
01.04.2016;10:59:29;172.2
01.04.2016;10:59:31;171.8
01.04.2016;10:59:33;171.5
01.04.2016;10:59:35;171.2
01.04.2016;10:59:37;170.8
01.04.2016;10:59:39;170.5
