09.02.2016;12:25:28;312.9
09.02.2016;12:25:30;312.9
09.02.2016;12:25:32;312.6
09.02.2016;12:25:34;312.4
09.02.2016;12:25:36;312.4
09.02.2016;12:25:38;312.4
09.02.2016;12:25:40;312.4
09.02.2016;12:25:42;312.6
09.02.2016;12:25:44;312.3
09.02.2016;12:25:46;311.6
09.02.2016;12:25:48;311
09.02.2016;12:25:50;310.5
09.02.2016;12:25:52;310.2
09.02.2016;12:25:54;309.9
09.02.2016;12:25:56;309.5
09.02.2016;12:25:58;308.7
09.02.2016;12:26:00;307.5
09.02.2016;12:26:02;307.5
09.02.2016;12:26:04;307.1
09.02.2016;12:26:06;306.6
09.02.2016;12:26:08;306.6
09.02.2016;12:26:10;306.9
09.02.2016;12:26:12;306.9
09.02.2016;12:26:14;307.4
09.02.2016;12:26:16;308.1
09.02.2016;12:26:18;308.4
09.02.2016;12:26:20;308.7
09.02.2016;12:26:22;309.9
09.02.2016;12:26:24;309.9
09.02.2016;12:26:26;310.9
09.02.2016;12:26:28;312
09.02.2016;12:26:30;312.3
09.02.2016;12:26:32;312.6
09.02.2016;12:26:34;314.4
09.02.2016;12:26:36;315.6
09.02.2016;12:26:38;318.4
09.02.2016;12:26:40;320.9
09.02.2016;12:26:42;322.3
09.02.2016;12:26:44;323.9
09.02.2016;12:26:46;325.2
09.02.2016;12:26:48;327.4
09.02.2016;12:26:50;329.6
09.02.2016;12:26:52;331.5
09.02.2016;12:26:54;332.9
09.02.2016;12:26:56;334.8
09.02.2016;12:26:58;335.9
09.02.2016;12:27:00;337.2
09.02.2016;12:27:02;338.2
09.02.2016;12:27:04;338.6
09.02.2016;12:27:06;337.6
09.02.2016;12:27:08;353.8
09.02.2016;12:27:10;358.8
09.02.2016;12:27:12;359.4
09.02.2016;12:27:14;358.9
09.02.2016;12:27:16;355.9
09.02.2016;12:27:18;352.4
09.02.2016;12:27:20;349.6
09.02.2016;12:27:22;345.3
09.02.2016;12:27:24;341.4
09.02.2016;12:27:26;338.4
09.02.2016;12:27:28;334.6
09.02.2016;12:27:30;330.7
09.02.2016;12:27:32;326.8
09.02.2016;12:27:34;322.7
09.02.2016;12:27:36;318.6
09.02.2016;12:27:38;315.2
09.02.2016;12:27:40;312.3
09.02.2016;12:27:42;309.6
09.02.2016;12:27:44;306.1
09.02.2016;12:27:46;302.8
09.02.2016;12:27:48;299.5
09.02.2016;12:27:50;296.3
09.02.2016;12:27:52;293.4
09.02.2016;12:27:54;290.4
09.02.2016;12:27:56;287.9
09.02.2016;12:27:58;285.6
09.02.2016;12:28:00;282.9
09.02.2016;12:28:02;280.2
09.02.2016;12:28:04;277.6
09.02.2016;12:28:06;275.7
09.02.2016;12:28:08;273.9
09.02.2016;12:28:10;271.8
09.02.2016;12:28:12;269.8
09.02.2016;12:28:14;267.8
09.02.2016;12:28:16;266.2
09.02.2016;12:28:18;264.1
09.02.2016;12:28:20;261.6
09.02.2016;12:28:22;259.7
09.02.2016;12:28:24;258.5
09.02.2016;12:28:26;256.6
09.02.2016;12:28:28;254.9
09.02.2016;12:28:30;253.3
09.02.2016;12:28:32;251.8
09.02.2016;12:28:34;250.3
09.02.2016;12:28:36;249.1
09.02.2016;12:28:38;247.8
09.02.2016;12:28:40;246.9
09.02.2016;12:28:42;245.5
09.02.2016;12:28:44;244.9
09.02.2016;12:28:46;243.2
09.02.2016;12:28:48;241.8
09.02.2016;12:28:50;240.4
09.02.2016;12:28:52;239.2
09.02.2016;12:28:54;238.4
09.02.2016;12:28:56;237.2
09.02.2016;12:28:58;235.8
09.02.2016;12:29:00;235
09.02.2016;12:29:02;233.7
09.02.2016;12:29:04;233.2
09.02.2016;12:29:06;232.4
09.02.2016;12:29:08;232.1
09.02.2016;12:29:10;231.7
09.02.2016;12:29:12;231.4
09.02.2016;12:29:14;230.6
09.02.2016;12:29:16;230.1
09.02.2016;12:29:18;229.2
09.02.2016;12:29:20;228.8
09.02.2016;12:29:22;227.8
09.02.2016;12:29:24;227.4
09.02.2016;12:29:26;226.9
09.02.2016;12:29:28;226.3
09.02.2016;12:29:30;225.9
09.02.2016;12:29:32;225.1
09.02.2016;12:29:34;224
09.02.2016;12:29:36;223.4
09.02.2016;12:29:38;222
09.02.2016;12:29:40;221.3
09.02.2016;12:29:42;221.1
09.02.2016;12:29:44;220.8
09.02.2016;12:29:46;220.4
09.02.2016;12:29:48;220.4
09.02.2016;12:29:50;220.1
09.02.2016;12:29:52;219.8
09.02.2016;12:29:54;219.5
09.02.2016;12:29:56;219.5
09.02.2016;12:29:58;219.3
09.02.2016;12:30:00;218.9
09.02.2016;12:30:02;218.2
09.02.2016;12:30:04;217.7
09.02.2016;12:30:06;217.6
09.02.2016;12:30:08;217.6
09.02.2016;12:30:10;217.4
09.02.2016;12:30:12;217.4
09.02.2016;12:30:14;216.5
09.02.2016;12:30:16;216.3
09.02.2016;12:30:18;216.3
09.02.2016;12:30:20;215.8
09.02.2016;12:30:22;215.8
09.02.2016;12:30:24;215.7
09.02.2016;12:30:26;215.4
09.02.2016;12:30:28;215.2
09.02.2016;12:30:30;215.2
09.02.2016;12:30:32;214.8
09.02.2016;12:30:34;214.6
09.02.2016;12:30:36;214.6
09.02.2016;12:30:38;214.1
09.02.2016;12:30:40;214.3
09.02.2016;12:30:42;213.9
09.02.2016;12:30:44;213.7
09.02.2016;12:30:46;213.7
09.02.2016;12:30:48;213.9
09.02.2016;12:30:50;213.4
09.02.2016;12:30:52;213.1
09.02.2016;12:30:54;212.9
09.02.2016;12:30:56;212.4
09.02.2016;12:30:58;212.4
09.02.2016;12:31:00;212.4
09.02.2016;12:31:02;212.2
09.02.2016;12:31:04;212.6
09.02.2016;12:31:06;212.6
