date,time,SP(s),SFR(ml/s),T(C),RH(%),PM_A(ug/m^3),PM_B(ug/m^3),PM_C(ug/m^3)
2025-01-14,05:02:54,4.99,3.7,33.61,66.04,0.02,0,0
2025-01-14,05:03:04,4.99,3.7,33.65,66.08,0,2.26,26.3
2025-01-14,05:03:14,4.99,3.7,33.68,65.91,0,0.39,1.79
2025-01-14,05:03:24,4.99,3.7,33.68,65.84,0.02,1.22,10.44
2025-01-14,05:03:34,4.99,3.7,33.69,65.72,0.04,0.03,0
2025-01-14,05:03:44,4.99,3.7,33.73,65.59,0,1.06,15.6
2025-01-14,05:03:54,4.99,3.7,33.73,65.43,0,2.17,10.82
2025-01-14,05:04:04,4.99,3.7,33.73,65.47,0,0,0
2025-01-14,05:04:14,4.99,3.7,33.77,65.6,0,0.31,1.79
2025-01-14,05:04:24,4.99,3.7,33.79,65.5,0,0.73,3.59
2025-01-14,05:04:34,4.99,3.7,33.82,65.43,0.03,2.75,18.64
2025-01-14,05:04:44,4.99,3.7,33.82,65.31,0.06,1.28,11.41
2025-01-14,05:04:54,4.99,3.7,33.82,65.22,0,3.09,85.2
2025-01-14,05:05:04,4.99,3.7,33.86,65.19,0,4.04,77.73
2025-01-14,05:05:14,4.99,3.7,33.88,65.12,0,4.14,58.04
2025-01-14,05:05:24,4.99,3.7,33.89,65.06,0.02,0.32,1.83
2025-01-14,05:05:34,4.99,3.7,33.89,65.02,0.01,0.04,0
2025-01-14,05:05:44,4.99,3.7,33.89,64.92,0.01,0.71,3.62
2025-01-14,05:05:54,4.99,3.7,33.91,64.86,0.03,1.94,16.14
2025-01-14,05:06:04,4.99,3.7,33.92,64.75,0.04,0.02,0
2025-01-14,05:06:14,4.99,3.7,33.95,64.75,0.01,0.24,3.91
2025-01-14,05:06:24,4.99,3.7,33.96,64.69,0,0.01,0.02
2025-01-14,05:06:34,4.99,3.7,33.96,64.72,0,0.99,7.49
2025-01-14,05:06:44,4.99,3.7,33.99,64.71,0.02,0.04,0.03
