date,time,SP(s),SFR(ml/s),T(C),RH(%),PM_A(ug/m^3),PM_B(ug/m^3),PM_C(ug/m^3)
2025-01-07,07:14:05,53.92,3.7,28.18,77.27,0,0,0.07
2025-01-07,07:14:15,4.99,3.7,29.81,73.05,0.01,0.06,0.01
2025-01-07,07:14:25,4.99,3.7,29.9,71.83,0,0.04,0.04
2025-01-07,07:14:35,4.99,3.7,30.08,72.38,0,0,0.03
2025-01-07,07:14:45,4.99,3.7,30.25,72.07,0,0.05,0
2025-01-07,07:14:55,4.99,3.7,30.44,71.37,0.01,0.01,0
2025-01-07,07:15:05,4.99,3.7,30.59,70.52,0,0,0.01
2025-01-07,07:15:15,4.99,3.7,30.75,69.89,0.01,0,0.06
2025-01-07,07:15:25,4.99,3.7,30.9,69.44,0,0,0.09
2025-01-07,07:15:35,4.99,3.7,31.03,69.05,0.01,0,0
2025-01-07,07:15:45,4.99,3.7,31.2,68.95,0,0,0.01
2025-01-07,07:15:55,4.99,3.7,31.3,68.63,0.01,0.01,0
2025-01-07,07:16:05,4.99,3.7,31.42,68.64,0,0,0
2025-01-07,07:16:16,4.99,3.7,31.53,67.86,0.04,0.03,0.04
2025-01-07,07:16:26,4.99,3.7,31.62,67.2,0,0.52,18.35
2025-01-07,07:16:36,4.99,3.7,31.76,66.85,0,0,0
2025-01-07,07:16:46,4.99,3.7,31.84,66.76,0.01,0.06,27.72
2025-01-07,07:16:56,4.99,3.7,31.94,66.52,0,0.38,37.58
2025-01-07,07:17:06,4.99,3.7,32.01,66.39,0,1.64,94.17
2025-01-07,07:17:16,4.99,3.7,32.11,66.57,0.06,0.67,75.35
2025-01-07,07:17:26,4.99,3.7,32.19,66.64,0,0,32.44
2025-01-07,07:17:36,4.99,3.7,32.28,65.82,0.04,2.18,301.32
2025-01-07,07:17:46,4.99,3.7,32.37,65.81,0,1.47,154.79
2025-01-07,07:17:56,4.99,3.7,32.43,65.38,0,2.85,118.76
2025-01-07,07:18:06,4.99,3.7,32.5,65.23,0.02,2.86,150.56
2025-01-07,07:18:16,4.99,3.7,32.57,65.19,0,3.43,178.39
2025-01-07,07:18:26,4.99,3.7,32.64,64.58,0,3.12,196.52
2025-01-07,07:18:36,4.99,3.7,32.73,63.96,0.05,3.21,511.61
2025-01-07,07:18:46,4.99,3.7,32.75,63.73,0,6.61,337.99
2025-01-07,07:18:56,4.99,3.7,32.81,63.92,0,2.53,157.87
2025-01-07,07:19:06,4.99,3.7,32.91,64.21,0,1.83,149.91
2025-01-07,07:19:16,4.99,3.7,32.97,63.43,0.04,5,100.37
2025-01-07,07:19:26,4.99,10.38,33.04,62.43,0,1.34,33.67
2025-01-07,07:19:36,4.99,10.38,33.07,62.49,0.01,0.26,16.81
2025-01-07,07:19:46,4.99,10.38,33.14,62.43,0.1,1.62,53.28
2025-01-07,07:19:56,4.99,11.64,33.21,62.36,0.02,0.43,29.31
2025-01-07,07:20:06,4.99,11.64,33.26,62.11,0.06,1.22,79.91
2025-01-07,07:20:16,4.99,11.64,33.31,61.78,0,1.78,76.51
2025-01-07,07:20:26,4.99,11.64,33.36,61.19,0.01,0.62,117.62
2025-01-07,07:20:36,4.99,11.64,33.41,61.17,0.05,1.01,46.44
2025-01-07,07:20:46,4.99,11.64,33.48,61.78,0.01,0.29,125.94
2025-01-07,07:20:56,4.99,11.64,33.49,61.79,0.04,0.7,42.68
2025-01-07,07:21:06,4.99,11.64,33.55,61.58,0,1.46,32.32
2025-01-07,07:21:16,4.99,11.64,33.61,61.09,0,0.15,7
2025-01-07,07:21:26,4.99,11.64,33.63,61.15,0,0.73,18.37
2025-01-07,07:21:36,4.99,11.64,33.72,61.29,0.01,0.86,23.13
2025-01-07,07:21:46,4.99,11.64,33.73,60.76,0,0.66,49.64
2025-01-07,07:21:56,4.99,11.64,33.79,60.81,0,0.65,13.38
2025-01-07,07:22:06,4.99,11.64,33.83,60.71,0,0.84,17.26
2025-01-07,07:22:16,4.99,11.64,33.85,60.22,0.05,0,11.02
2025-01-07,07:22:26,4.99,11.64,33.93,60.34,0,0.88,26.08
2025-01-07,07:22:36,4.99,11.64,33.96,60.64,0,0,0
2025-01-07,07:22:46,4.99,11.64,33.97,60.83,0.01,0.56,61.19
2025-01-07,07:22:56,4.99,11.64,34.02,60.52,0.02,0.49,9.93
2025-01-07,07:23:06,4.99,11.64,34.07,60.01,0,0.81,36.03
2025-01-07,07:23:16,4.99,11.64,34.1,59.46,0,0.15,16.04
2025-01-07,07:23:26,4.99,11.64,34.15,59.04,0.04,0.35,13.48
2025-01-07,07:23:36,4.99,11.64,34.17,59.15,0,1.02,53.95
2025-01-07,07:23:46,4.99,11.64,34.23,59.22,0,0.33,54.91
2025-01-07,07:23:56,4.99,11.64,34.26,59.63,0,0.66,4.86
2025-01-07,07:24:06,4.99,11.64,34.26,59.61,0,0.03,0
2025-01-07,07:24:16,4.99,11.64,34.33,59.42,0.03,0.16,23.42
2025-01-07,07:24:26,4.99,11.64,34.38,59.15,0,0.76,153.1
2025-01-07,07:24:36,4.99,11.64,34.38,58.24,0.07,0.76,60.08
2025-01-07,07:24:46,4.99,11.64,34.42,58.23,0.01,0.7,9.41
2025-01-07,07:24:56,4.99,11.64,34.43,58.76,0.04,0.27,6.4
2025-01-07,07:25:06,4.99,11.64,34.47,58.24,0.07,0.22,73.61
2025-01-07,07:25:16,4.99,11.64,34.5,58.34,0.05,0.35,104.51
2025-01-07,07:25:26,4.99,11.64,34.54,58.69,0.02,0.77,103.39
2025-01-07,07:25:36,4.99,11.64,34.54,58.85,0,0.33,36.91
2025-01-07,07:25:46,4.99,11.64,34.57,58.34,0,1.45,45.06
2025-01-07,07:25:57,4.99,11.64,34.63,57.61,0,0.34,35.29
2025-01-07,07:26:07,4.99,11.64,34.6,58.19,0,0.27,22.24
2025-01-07,07:26:17,4.99,11.64,34.64,58.75,0,0.3,47.99
2025-01-07,07:26:27,4.99,11.64,34.67,58.04,0,0.23,115.3
2025-01-07,07:26:37,4.99,11.64,34.67,57.49,0,0.63,59.26
2025-01-07,07:26:47,4.99,11.64,34.71,56.86,0.01,0.07,37.74
2025-01-07,07:26:57,4.99,11.64,34.74,57.24,0,0.79,45.5
2025-01-07,07:27:07,4.99,11.64,34.75,56.73,0.05,0.65,43.96
2025-01-07,07:27:17,4.99,11.64,34.79,56.5,0.02,1.18,14.51
2025-01-07,07:27:27,4.99,11.64,34.8,56.32,0.01,0.4,27.58
2025-01-07,07:27:37,4.99,11.89,34.8,56.31,0.01,1.03,39.84
