date,time,SP(s),SFR(ml/s),T(C),RH(%),PM_A(ug/m^3),PM_B(ug/m^3),PM_C(ug/m^3)
2025-01-07,07:14:05,53.92,3.7,28.18,77.27,0,0.01,0.02
2025-01-07,07:14:15,4.99,3.7,29.81,73.05,0,0.02,0
2025-01-07,07:14:25,4.99,3.7,29.9,71.83,0.02,0.03,0.01
2025-01-07,07:14:35,4.99,3.7,30.08,72.38,0.02,0,0
2025-01-07,07:14:45,4.99,3.7,30.25,72.07,0.02,0.04,0.01
2025-01-07,07:14:55,4.99,3.7,30.44,71.37,0.01,0.04,0
2025-01-07,07:15:05,4.99,3.7,30.59,70.52,0,0.02,0.04
2025-01-07,07:15:15,4.99,3.7,30.75,69.89,0,0,0.04
2025-01-07,07:15:25,4.99,3.7,30.9,69.44,0.02,0,0.02
2025-01-07,07:15:35,4.99,3.7,31.03,69.05,0,0.02,0
2025-01-07,07:15:45,4.99,3.7,31.2,68.95,0,0.04,0.02
2025-01-07,07:15:55,4.99,3.7,31.3,68.63,0.03,0.03,0
2025-01-07,07:16:05,4.99,3.7,31.42,68.64,0,0,0.01
2025-01-07,07:16:16,4.99,3.7,31.53,67.86,0,0.03,0
2025-01-07,07:16:26,4.99,3.7,31.62,67.2,0.02,0.54,18.36
2025-01-07,07:16:36,4.99,3.7,31.76,66.85,0,0,0.03
2025-01-07,07:16:46,4.99,3.7,31.84,66.76,0,0.05,27.76
2025-01-07,07:16:56,4.99,3.7,31.94,66.52,0.02,0.41,37.55
2025-01-07,07:17:06,4.99,3.7,32.01,66.39,0,1.71,94.2
2025-01-07,07:17:16,4.99,3.7,32.11,66.57,0,0.72,75.25
2025-01-07,07:17:26,4.99,3.7,32.19,66.64,0,0,32.48
2025-01-07,07:17:36,4.99,3.7,32.28,65.82,0,2.22,301.33
2025-01-07,07:17:46,4.99,3.7,32.37,65.81,0.05,1.59,154.84
2025-01-07,07:17:56,4.99,3.7,32.43,65.38,0.01,2.87,118.74
2025-01-07,07:18:06,4.99,3.7,32.5,65.23,0.01,2.93,150.5
2025-01-07,07:18:16,4.99,3.7,32.57,65.19,0,3.45,178.39
2025-01-07,07:18:26,4.99,3.7,32.64,64.58,0,3.14,196.5
2025-01-07,07:18:36,4.99,3.7,32.73,63.96,0,3.2,511.59
2025-01-07,07:18:46,4.99,3.7,32.75,63.73,0.01,6.59,338.02
2025-01-07,07:18:56,4.99,3.7,32.81,63.92,0.04,2.51,157.9
2025-01-07,07:19:06,4.99,3.7,32.91,64.21,0.04,1.81,149.93
2025-01-07,07:19:16,4.99,3.7,32.97,63.43,0,5,100.33
2025-01-07,07:19:26,4.99,10.38,33.04,62.43,0.01,1.38,33.68
2025-01-07,07:19:36,4.99,10.38,33.07,62.49,0.02,0.21,16.76
2025-01-07,07:19:46,4.99,10.38,33.14,62.43,0.07,1.65,53.31
2025-01-07,07:19:56,4.99,11.64,33.21,62.36,0.04,0.47,29.31
2025-01-07,07:20:06,4.99,11.64,33.26,62.11,0,1.14,79.87
2025-01-07,07:20:16,4.99,11.64,33.31,61.78,0,1.75,76.5
2025-01-07,07:20:26,4.99,11.64,33.36,61.19,0,0.64,117.63
2025-01-07,07:20:36,4.99,11.64,33.41,61.17,0.02,1.01,46.42
2025-01-07,07:20:46,4.99,11.64,33.48,61.78,0,0.26,125.93
2025-01-07,07:20:56,4.99,11.64,33.49,61.79,0,0.69,42.7
2025-01-07,07:21:06,4.99,11.64,33.55,61.58,0.02,1.45,32.33
2025-01-07,07:21:16,4.99,11.64,33.61,61.09,0,0.2,6.99
2025-01-07,07:21:26,4.99,11.64,33.63,61.15,0,0.72,18.34
2025-01-07,07:21:36,4.99,11.64,33.72,61.29,0.01,0.86,23.13
2025-01-07,07:21:46,4.99,11.64,33.73,60.76,0.02,0.66,49.65
2025-01-07,07:21:56,4.99,11.64,33.79,60.81,0,0.66,13.34
2025-01-07,07:22:06,4.99,11.64,33.83,60.71,0.03,0.82,17.21
2025-01-07,07:22:16,4.99,11.64,33.85,60.22,0.02,0.06,11.01
2025-01-07,07:22:26,4.99,11.64,33.93,60.34,0.02,0.89,26.08
2025-01-07,07:22:36,4.99,11.64,33.96,60.64,0.01,0,0.02
2025-01-07,07:22:46,4.99,11.64,33.97,60.83,0,0.55,61.24
2025-01-07,07:22:56,4.99,11.64,34.02,60.52,0.06,0.48,9.96
2025-01-07,07:23:06,4.99,11.64,34.07,60.01,0.01,0.79,36.05
2025-01-07,07:23:16,4.99,11.64,34.1,59.46,0,0.18,16
2025-01-07,07:23:26,4.99,11.64,34.15,59.04,0,0.34,13.49
2025-01-07,07:23:36,4.99,11.64,34.17,59.15,0,1.03,53.99
2025-01-07,07:23:46,4.99,11.64,34.23,59.22,0.01,0.33,54.93
2025-01-07,07:23:56,4.99,11.64,34.26,59.63,0.04,0.62,4.82
2025-01-07,07:24:06,4.99,11.64,34.26,59.61,0.01,0.02,0
2025-01-07,07:24:16,4.99,11.64,34.33,59.42,0,0.15,23.39
2025-01-07,07:24:26,4.99,11.64,34.38,59.15,0,0.74,153.06
2025-01-07,07:24:36,4.99,11.64,34.38,58.24,0.01,0.75,60.18
2025-01-07,07:24:46,4.99,11.64,34.42,58.23,0.01,0.7,9.4
2025-01-07,07:24:56,4.99,11.64,34.43,58.76,0.01,0.31,6.45
2025-01-07,07:25:06,4.99,11.64,34.47,58.24,0,0.22,73.66
2025-01-07,07:25:16,4.99,11.64,34.5,58.34,0,0.4,104.46
2025-01-07,07:25:26,4.99,11.64,34.54,58.69,0,0.8,103.41
2025-01-07,07:25:36,4.99,11.64,34.54,58.85,0,0.31,36.91
2025-01-07,07:25:46,4.99,11.64,34.57,58.34,0.02,1.43,45.12
2025-01-07,07:25:57,4.99,11.64,34.63,57.61,0,0.32,35.28
2025-01-07,07:26:07,4.99,11.64,34.6,58.19,0.01,0.26,22.29
2025-01-07,07:26:17,4.99,11.64,34.64,58.75,0,0.36,47.96
2025-01-07,07:26:27,4.99,11.64,34.67,58.04,0,0.24,115.29
2025-01-07,07:26:37,4.99,11.64,34.67,57.49,0,0.63,59.28
2025-01-07,07:26:47,4.99,11.64,34.71,56.86,0,0.12,37.72
2025-01-07,07:26:57,4.99,11.64,34.74,57.24,0,0.83,45.51
2025-01-07,07:27:07,4.99,11.64,34.75,56.73,0.01,0.66,43.93
2025-01-07,07:27:17,4.99,11.64,34.79,56.5,0.06,1.18,14.52
2025-01-07,07:27:27,4.99,11.64,34.8,56.32,0,0.45,27.63
2025-01-07,07:27:37,4.99,11.89,34.8,56.31,0.03,1,39.78
2025-01-07,07:27:47,4.99,11.99,34.84,56.19,0.03,0.41,2.54
2025-01-07,07:27:57,4.99,11.99,34.87,56.73,0,0.64,42.48
2025-01-07,07:28:07,4.99,11.99,34.89,57.26,0,0,5.01
2025-01-07,07:28:17,4.99,11.99,34.91,57.02,0.05,0.23,22.28
2025-01-07,07:28:27,4.99,11.99,34.93,56.86,0,0.25,39.28
2025-01-07,07:28:37,4.99,11.99,34.94,57.02,0.05,0.75,79.46
2025-01-07,07:28:47,4.99,11.99,35,56.96,0,0.9,48.66
2025-01-07,07:28:57,4.99,11.99,35,56.41,0,0.32,43.51
2025-01-07,07:29:07,4.99,11.99,35,55.75,0,0.1,10.81
2025-01-07,07:29:17,4.99,11.99,35.03,56.07,0,0.51,52.52
2025-01-07,07:29:27,4.99,11.99,35.03,56.63,0.03,0.33,41.83
2025-01-07,07:29:37,4.99,11.99,35.06,56.62,0,0.23,10.35
2025-01-07,07:29:47,4.99,11.99,35.1,56.4,0,0.34,115.85
2025-01-07,07:29:57,4.99,11.99,35.07,56.57,0.04,0.82,19.26
2025-01-07,07:30:07,4.99,11.99,35.13,56.56,0,0.41,37.18
2025-01-07,07:30:17,4.99,11.99,35.14,55.98,0,0.42,87.4
2025-01-07,07:30:27,4.99,11.99,35.14,55.68,0,0.34,18.46
2025-01-07,07:30:37,4.99,11.99,35.16,55.65,0,0.36,7.12
2025-01-07,07:30:47,4.99,11.99,35.16,56.3,0,0,0.03
2025-01-07,07:30:57,4.99,11.99,35.18,55.41,0,0.17,9.24
2025-01-07,07:31:07,4.99,11.99,35.2,55.37,0,0.1,3.41
2025-01-07,07:31:17,4.99,11.99,35.18,55.51,0,0,5
2025-01-07,07:31:27,5,11.99,35.23,55.49,0,0,0.02
2025-01-07,07:31:37,4.99,11.99,35.23,56.24,0,0.08,1.17
2025-01-07,07:31:47,4.99,11.99,35.27,56.49,0,0.35,30.89
2025-01-07,07:31:57,4.99,11.99,35.26,56.24,0.01,0.3,32.18
2025-01-07,07:32:07,4.99,11.99,35.3,55.96,0.01,0.57,75.33
2025-01-07,07:32:17,4.99,11.99,35.31,56.05,0,0.53,109.28
2025-01-07,07:32:27,4.99,11.99,35.33,55.95,0,0.41,125.73
2025-01-07,07:32:37,4.99,11.99,35.34,55.73,0,0.54,90.28
2025-01-07,07:32:47,4.99,11.99,35.33,55.83,0,0.65,112.27
2025-01-07,07:32:57,4.99,11.99,35.37,55.76,0.02,1.14,59.18
2025-01-07,07:33:07,4.99,11.99,35.38,55.42,0.03,0.56,189.29
2025-01-07,07:33:17,4.99,11.99,35.41,55.58,0,1.82,306.36
2025-01-07,07:33:27,4.99,11.19,35.42,55.43,0.08,2.13,321.56
2025-01-07,07:33:37,4.99,11.35,35.44,55.33,0.04,1.01,174.25
2025-01-07,07:33:47,4.99,11.5,35.45,55.34,0.01,0.16,226.82
2025-01-07,07:33:57,4.99,11.5,35.51,55.44,0,0.66,191.88
2025-01-07,07:34:07,4.99,11.5,35.54,55.76,0,1.39,227.62
2025-01-07,07:34:17,4.99,11.5,35.57,55.82,0.02,0.57,63.56
2025-01-07,07:34:27,4.99,11.5,35.6,55.59,0,1.01,135.42
2025-01-07,07:34:37,4.99,11.5,35.6,55.33,0,1.41,250.82
2025-01-07,07:34:47,4.99,11.46,35.67,55.17,0.01,0.85,274.57
2025-01-07,07:34:57,4.99,11.46,35.68,54.98,0.03,0.77,250.1
2025-01-07,07:35:07,4.99,11.46,35.72,55.24,0.01,1.25,208.45
2025-01-07,07:35:18,4.99,11.46,35.8,55.4,0,1.02,140.91
2025-01-07,07:35:28,4.99,11.46,35.82,55.12,0,0.36,80.13
2025-01-07,07:35:38,4.99,11.46,35.88,54.95,0.02,0.59,201.81
2025-01-07,07:35:48,4.99,11.46,35.91,54.56,0.01,0.81,82.77
2025-01-07,07:35:58,4.99,11.46,35.95,54.63,0,0.57,96.88
2025-01-07,07:36:08,4.99,11.46,36.01,54.22,0.04,0.79,11.44
2025-01-07,07:36:18,4.99,11.46,36.08,53.86,0,1.36,55.71
2025-01-07,07:36:28,4.99,11.46,36.11,53.58,0,0.59,162.08
2025-01-07,07:36:38,4.99,11.46,36.18,53.3,0,0.48,179.89
2025-01-07,07:36:48,4.99,11.46,36.25,52.87,0.01,0.47,160.51
2025-01-07,07:36:58,4.99,11.46,36.26,52.94,0.01,0.86,160.13
2025-01-07,07:37:08,4.99,11.46,36.32,53.07,0.03,0.47,146.11
2025-01-07,07:37:18,4.99,11.46,36.38,53.07,0,0.47,140.17
2025-01-07,07:37:28,4.99,11.46,36.43,53.28,0,0.82,25.75
2025-01-07,07:37:38,4.99,11.46,36.5,53.21,0,1.23,61.91
